device_id,device_serial_number,reading,time
30,082051745-3,4,13:30:40.000
35,664329240-9,174,13:50:28.000
38,040151890-6,84,14:31:45.000
59,085921299-8,15,14:32:00.000
87,180909924-2,198,14:23:52.000
26,500408342-8,11,13:19:07.000
57,775774384-2,182,13:09:30.000
27,188975711-X,39,14:18:16.000
97,703631538-5,135,13:17:29.000
90,366050449-1,24,13:31:55.000
91,397240004-7,75,14:24:52.000
4,016879976-6,92,13:06:28.000
20,468717464-7,25,13:28:55.000
2,983763652-1,182,14:22:21.000
12,183574904-6,46,14:37:41.000
30,627538320-8,9,14:45:17.000
55,445598106-3,11,14:58:39.000
54,539203846-8,32,13:32:03.000
63,412581036-2,22,13:07:08.000
75,315483515-6,141,14:21:00.000
15,918392150-8,90,14:55:11.000
87,266046017-5,28,14:40:25.000
5,756588654-8,94,14:27:21.000
44,353293403-5,178,14:06:24.000
21,669620729-5,102,14:15:30.000
55,469785389-X,42,13:34:52.000
94,234106230-X,99,14:06:08.000
72,283297934-3,43,14:22:38.000
74,290927524-8,0,14:29:16.000
6,956856289-3,53,13:58:03.000
10,261954562-5,39,14:06:00.000
50,498422480-0,164,13:46:13.000
33,473599254-5,65,13:07:26.000
89,267365296-5,70,13:12:39.000
100,503544089-3,89,13:31:14.000
81,491348671-3,68,13:31:36.000
12,253682175-7,130,13:54:05.000
79,258013873-0,200,14:28:04.000
54,094437449-2,42,14:45:44.000
39,999894628-X,102,13:17:47.000
96,043501454-4,174,13:05:57.000
72,708002539-7,87,13:45:34.000
68,305693079-0,165,13:59:34.000
14,861781951-0,25,13:56:05.000
85,770152125-9,82,13:47:15.000
72,912225781-0,196,13:35:21.000
21,631311346-2,72,13:07:27.000
65,638901466-X,35,14:49:59.000
42,171736341-5,85,13:25:21.000
15,298218663-2,66,13:05:13.000
43,998928638-8,162,13:40:54.000
52,832527352-6,83,14:56:18.000
84,971936526-9,98,14:08:50.000
5,884155512-2,200,14:11:06.000
98,618099768-3,60,13:05:07.000
91,808598325-7,56,14:14:19.000
35,977320368-9,188,13:47:06.000
48,961385135-6,92,13:12:28.000
94,355739058-6,90,14:48:38.000
97,945134499-3,58,14:48:29.000
68,553665322-9,125,13:58:55.000
43,406881728-6,41,14:42:43.000
93,127068213-X,90,13:15:35.000
97,866136754-9,76,13:45:15.000
44,652049807-6,121,13:28:35.000
36,201393993-0,194,13:39:01.000
36,190014268-6,60,14:30:08.000
40,253490618-6,12,13:56:49.000
89,922631204-4,115,13:28:32.000
37,023121086-8,23,13:57:53.000
95,258990510-6,189,13:23:00.000
65,333732984-5,11,13:41:22.000
5,869586789-7,133,14:10:36.000
71,416588449-9,171,13:36:29.000
67,484093509-2,38,14:17:01.000
51,219096399-0,97,14:12:14.000
68,167204235-6,178,13:20:28.000
85,641762698-9,68,13:35:36.000
23,293834738-3,163,13:53:47.000
89,898297322-2,90,14:06:32.000
84,201399134-7,197,14:16:21.000
28,012072999-7,0,14:15:39.000
38,626126695-6,188,14:48:00.000
11,636787446-1,22,13:34:49.000
96,799354337-1,48,13:40:10.000
62,683037853-2,131,13:06:04.000
81,999532331-1,88,13:08:26.000
28,791236875-2,3,13:01:16.000
32,652446373-0,5,13:04:20.000
75,055778142-6,36,14:13:52.000
61,479740339-X,32,14:51:50.000
47,589478673-8,107,14:11:02.000
50,621556860-0,11,14:52:15.000
30,743625492-8,71,14:54:02.000
95,892676632-2,6,14:34:01.000
65,549640113-5,126,14:39:07.000
40,067451885-3,12,13:33:54.000
30,418353645-6,72,13:56:09.000
51,545358782-2,41,13:14:36.000
65,762036613-X,83,14:12:28.000
20,996949970-X,97,14:16:44.000
40,643877252-6,97,13:15:54.000
89,695904195-3,44,14:24:24.000
14,906553266-8,128,13:19:30.000
93,774131993-0,87,13:15:55.000
55,058189384-0,158,13:08:06.000
19,529528618-5,50,14:40:13.000
58,592607135-6,50,13:06:08.000
92,339347766-8,181,14:17:22.000
7,607051939-6,47,14:18:38.000
98,020958794-6,145,14:08:42.000
5,217007185-7,146,14:06:09.000
17,339678591-6,9,13:31:10.000
76,378187611-X,159,14:37:26.000
21,718167971-6,13,13:00:00.000
66,164598400-1,152,13:25:48.000
85,589902922-6,116,13:45:46.000
3,258580963-3,80,14:40:21.000
21,328649670-7,3,14:02:03.000
28,155345757-9,190,14:42:55.000
29,941407247-0,70,14:24:19.000
27,743001726-6,78,14:09:09.000
72,519829023-8,88,14:57:13.000
65,327873199-9,197,14:14:02.000
21,893130400-5,156,13:31:40.000
20,376116528-5,117,13:59:03.000
47,024327382-7,61,13:21:05.000
10,265327746-8,12,13:20:11.000
32,121468197-2,100,13:39:55.000
30,418153103-1,19,13:30:48.000
88,585218863-8,180,14:36:46.000
50,531564984-9,150,14:50:09.000
46,478720918-3,56,14:24:50.000
24,174854093-9,12,13:08:42.000
19,230205626-4,182,14:19:48.000
59,419920364-8,142,14:32:28.000
16,833119258-3,186,14:39:37.000
26,914943623-6,105,14:45:10.000
66,064738219-9,96,14:23:59.000
29,578838502-4,66,13:17:06.000
50,325783006-8,172,13:51:28.000
35,772244659-0,54,13:37:13.000
52,339430207-1,91,14:49:57.000
13,983466212-2,144,14:04:51.000
85,969345453-7,111,14:17:08.000
33,104404213-3,135,14:02:14.000
27,801209336-7,29,13:05:05.000
76,310669696-6,69,14:23:25.000
33,687826172-4,128,13:41:49.000
9,973641663-1,157,14:10:32.000
78,660889637-9,156,13:21:19.000
98,199141042-5,169,13:01:58.000
21,654283496-6,50,13:41:26.000
33,056087948-2,137,14:22:03.000
8,471837369-7,196,13:41:58.000
77,081592023-7,96,14:08:22.000
94,023356108-0,83,13:13:59.000
15,058714623-0,199,14:19:30.000
61,095085400-X,183,13:21:13.000
25,953188964-3,145,14:25:27.000
26,474727591-6,92,13:53:11.000
25,478486922-0,0,13:27:45.000
50,566586047-6,80,14:29:36.000
60,279834935-4,118,14:10:14.000
64,706278656-X,119,14:28:56.000
51,312191476-6,33,13:05:12.000
28,906949353-5,78,14:31:48.000
9,453763101-5,72,13:27:59.000
79,689560553-3,41,13:34:33.000
93,612164953-4,60,14:37:45.000
47,544695517-X,39,14:21:40.000
54,149678653-X,159,13:17:31.000
80,468091461-0,186,14:41:25.000
69,409406231-9,165,13:27:49.000
51,444951188-3,95,14:30:38.000
59,398575240-0,47,14:41:55.000
25,736039307-8,136,14:36:22.000
21,899979142-4,144,13:40:20.000
65,568863389-1,52,14:41:50.000
3,654166623-7,142,14:44:08.000
48,127928750-0,161,13:14:51.000
27,973464916-7,33,13:40:38.000
7,883837394-9,198,13:09:38.000
48,418917477-7,60,13:09:29.000
81,496153637-7,196,14:53:17.000
44,259876705-5,167,13:25:10.000
30,812855230-9,70,13:43:44.000
56,065198483-1,123,13:47:16.000
63,203886641-4,29,13:23:08.000
98,540590705-7,112,14:15:31.000
18,956479034-4,11,13:51:12.000
3,992940148-2,160,13:24:33.000
40,612438693-3,155,14:06:40.000
1,214030441-1,77,14:41:07.000
89,021506731-2,77,14:23:21.000
4,573967769-6,93,13:15:57.000
54,712078444-7,83,13:07:52.000
26,071717117-5,193,13:36:23.000
92,341224812-6,200,13:30:24.000
58,274406554-4,70,14:36:44.000
44,001903956-5,128,13:08:44.000
73,850472919-2,65,14:18:38.000
1,251915524-8,67,13:30:43.000
28,319293809-9,177,14:09:21.000
94,357139031-8,70,13:43:55.000
63,079536529-2,57,13:04:54.000
98,737309483-X,31,14:06:01.000
27,268697098-7,57,14:58:34.000
56,516229402-0,173,14:56:52.000
68,454876780-0,137,13:33:26.000
49,993108551-7,68,13:16:06.000
2,680865128-0,85,14:04:29.000
39,580079356-5,74,14:03:21.000
16,470351484-2,143,14:58:18.000
26,759932134-9,119,13:30:51.000
86,334685857-X,130,13:05:50.000
74,785555343-6,61,14:40:07.000
9,988600038-4,188,13:26:43.000
98,073370917-6,112,14:17:06.000
90,513261413-2,8,13:00:46.000
55,676935534-5,184,13:13:59.000
5,105466500-1,61,14:05:01.000
34,944143202-4,78,13:04:12.000
28,113125414-7,119,13:26:14.000
10,891303102-7,80,14:08:35.000
43,421549241-6,31,13:12:09.000
21,115198703-4,123,14:18:17.000
100,252889961-0,160,13:04:39.000
97,136233648-3,46,14:30:22.000
68,257995749-9,169,13:56:42.000
86,249589426-7,51,14:08:27.000
53,071062424-7,148,13:22:57.000
77,917026241-1,70,14:14:53.000
40,240847849-9,135,14:07:54.000
50,276760866-8,84,14:34:58.000
45,919333705-1,128,14:21:25.000
97,386383346-5,153,13:06:04.000
88,422981126-8,103,13:47:02.000
47,883506948-3,79,13:14:52.000
15,993417071-X,73,13:31:57.000
44,045377894-1,33,13:11:16.000
6,161301914-9,137,14:20:52.000
44,077021298-0,175,14:37:09.000
42,932461245-X,195,13:51:51.000
91,880564077-8,12,13:54:50.000
24,545303111-5,35,14:14:36.000
63,837972359-7,88,13:48:19.000
79,159913865-4,159,13:30:40.000
4,323749624-3,135,13:44:00.000
44,297197331-X,101,13:59:22.000
44,621434091-6,144,13:50:10.000
67,382231484-6,190,13:27:43.000
24,864381114-9,85,14:48:51.000
75,668356867-7,17,14:38:54.000
79,482377550-3,33,13:27:05.000
80,662331666-3,200,13:53:21.000
91,593722334-9,196,14:55:31.000
26,624925845-0,138,13:50:16.000
27,437585639-4,47,14:03:23.000
69,466832201-6,99,14:17:25.000
53,011226699-1,100,13:58:35.000
28,931140752-6,119,14:04:39.000
75,315280002-9,188,14:33:04.000
58,974892217-0,21,13:01:27.000
14,951994642-X,14,14:34:07.000
53,600649035-8,101,13:42:28.000
94,080803985-7,177,13:29:01.000
60,559738520-8,148,13:36:47.000
46,356979307-9,178,13:16:24.000
98,859861139-5,28,14:34:02.000
14,091881154-6,16,13:59:04.000
85,367027424-3,102,13:54:59.000
29,105067606-8,106,13:52:10.000
9,523384621-7,39,13:19:29.000
73,480517126-X,127,13:38:30.000
95,636278983-0,18,13:00:30.000
35,937962884-6,180,14:15:01.000
19,880808417-5,12,13:11:14.000
33,200353738-4,200,13:42:51.000
68,344038341-5,13,13:12:46.000
25,011104175-9,166,13:45:34.000
21,841879454-2,184,13:00:43.000
54,746832032-2,43,14:55:22.000
24,546712202-9,170,13:27:16.000
16,245542913-X,43,14:17:01.000
38,934911047-4,198,14:42:12.000
3,140102183-2,83,14:05:14.000
80,800103444-5,189,14:58:27.000
89,417025097-4,86,14:53:17.000
96,963795077-X,96,14:10:30.000
35,320182416-X,83,13:15:35.000
70,602152394-6,50,14:42:17.000
70,789720151-1,115,13:05:36.000
42,818751058-7,119,13:56:27.000
60,903030360-3,38,14:25:42.000
41,200343588-3,44,14:51:43.000
69,230275151-5,87,14:11:27.000
48,196790339-5,44,13:57:19.000
42,121232717-9,198,13:15:46.000
8,627325496-6,139,13:05:06.000
100,976165012-X,10,13:53:28.000
16,901155344-6,56,13:12:03.000
36,303763083-3,93,14:14:58.000
79,277274921-5,61,14:19:15.000
94,078413244-5,51,13:27:19.000
45,007351928-6,77,13:05:26.000
8,485113084-8,46,14:46:20.000
61,912503071-X,165,13:11:15.000
93,709003731-2,51,13:41:03.000
90,057915816-0,190,13:22:59.000
91,314926879-6,32,13:22:12.000
44,300193835-8,172,14:20:16.000
77,880258895-3,150,14:06:06.000
68,001291378-2,103,14:52:35.000
94,548389566-5,101,13:11:09.000
74,152014139-4,52,14:55:17.000
17,473109157-8,34,14:42:25.000
7,511552720-0,15,13:37:20.000
21,114253265-8,65,14:35:05.000
20,782187648-8,90,13:17:48.000
59,385340598-3,196,14:00:43.000
91,729373102-7,15,13:23:15.000
80,634270161-X,19,13:45:25.000
88,050002753-6,81,13:54:43.000
39,228130679-8,32,13:33:06.000
65,793433626-8,127,13:06:24.000
36,564348108-1,30,14:58:45.000
31,033576893-8,13,14:35:06.000
29,842990588-X,41,13:10:57.000
37,491342931-0,115,13:42:37.000
92,294014521-0,141,14:17:44.000
19,159855684-3,190,13:52:56.000
84,650862976-X,11,13:40:12.000
28,949636762-3,15,13:59:49.000
99,054014694-3,162,14:12:22.000
63,419738187-5,9,13:57:02.000
10,795055084-8,132,13:40:27.000
52,849883290-X,99,13:32:44.000
10,964210565-9,162,14:11:46.000
54,804256798-7,79,14:26:35.000
83,638414702-5,45,13:18:29.000
93,132819011-0,120,13:11:03.000
65,606821599-7,125,14:29:33.000
70,634460297-X,172,13:29:46.000
50,950822704-4,166,14:22:21.000
11,736594159-6,42,14:06:31.000
55,401134909-7,125,13:55:23.000
61,518652750-5,12,14:28:22.000
25,935932009-9,163,14:15:48.000
58,701921017-1,177,13:45:06.000
79,522966724-9,19,14:01:49.000
5,990900051-2,166,14:35:53.000
4,487578913-0,141,13:15:28.000
48,371618502-7,145,13:32:29.000
78,913760288-8,33,14:47:07.000
31,730709173-9,31,14:11:52.000
98,892559483-8,17,14:51:13.000
33,788442297-2,82,14:19:01.000
69,414548403-7,194,14:34:07.000
100,657428975-0,28,13:11:02.000
14,008069759-3,150,14:29:35.000
38,866799540-1,105,13:04:42.000
46,445922290-6,55,13:48:46.000
52,835360770-0,132,14:10:34.000
82,406464788-2,166,13:17:36.000
73,130956562-7,141,14:14:11.000
47,470531527-8,130,14:40:45.000
68,699600452-7,85,13:50:35.000
91,870173294-3,9,14:00:44.000
36,270919858-4,89,14:01:45.000
66,263720546-6,80,13:29:03.000
84,329801881-3,68,14:43:23.000
72,204928821-2,150,14:34:23.000
61,437998013-8,150,13:25:32.000
25,263097415-4,86,13:11:13.000
9,688916260-9,177,14:55:36.000
29,934652008-6,75,14:34:32.000
38,330731641-9,148,13:34:37.000
43,629004857-0,10,14:45:29.000
63,895114720-7,46,13:09:11.000
35,074389287-9,160,13:41:08.000
58,491902577-7,192,14:31:08.000
31,679999512-1,7,13:23:37.000
69,773767908-1,181,13:16:50.000
28,844838647-7,121,14:03:26.000
17,741648771-4,164,14:02:48.000
74,560988079-3,178,14:41:07.000
83,139569507-5,41,13:20:29.000
87,967483705-1,143,14:21:53.000
56,094592633-2,159,13:50:04.000
71,977313467-9,16,14:40:56.000
70,834546024-0,150,13:08:51.000
12,441553532-1,67,14:18:51.000
86,457991065-6,52,14:24:19.000
61,990617208-8,119,14:50:27.000
54,098194064-1,55,13:51:03.000
87,912795405-6,75,14:45:32.000
83,240693632-5,79,14:35:05.000
8,151067157-9,115,13:37:41.000
48,783328634-6,150,13:58:13.000
8,997150856-7,115,14:05:00.000
29,696148344-5,9,14:37:52.000
29,117541200-7,45,14:34:38.000
90,737589428-0,9,14:29:47.000
97,393964180-4,110,14:10:59.000
95,940372465-X,156,13:34:59.000
64,012808464-2,16,13:08:09.000
28,978588179-2,130,14:15:07.000
16,020129825-2,160,13:30:47.000
42,560630395-7,140,13:02:25.000
92,784541482-4,143,14:08:52.000
35,292365164-2,15,14:17:31.000
90,505019794-5,16,13:40:13.000
58,395410968-9,153,13:27:11.000
66,806561024-2,23,14:54:48.000
86,884719566-7,35,13:31:44.000
91,137903352-7,188,13:08:29.000
55,660731401-5,15,13:00:17.000
96,498504759-7,36,13:02:29.000
22,649355788-7,115,13:26:12.000
58,539067184-8,77,13:04:49.000
75,184524910-0,195,14:23:19.000
16,209016544-8,19,14:42:11.000
47,521035763-5,156,14:15:20.000
100,387587190-1,144,14:01:52.000
34,524120344-3,196,14:30:16.000
8,813333826-3,142,13:49:57.000
72,899616057-1,47,14:32:27.000
95,083697265-1,10,13:55:10.000
19,270950310-7,110,13:19:25.000
16,558417647-8,148,14:52:01.000
7,564235035-8,129,13:30:38.000
63,538997208-2,71,13:43:52.000
19,498481443-8,153,14:00:00.000
45,830773515-7,87,13:50:20.000
50,321742280-5,112,13:07:35.000
54,777022944-8,122,13:17:07.000
43,677842089-8,197,14:42:23.000
15,640081463-9,165,14:06:38.000
12,006995113-6,186,13:49:58.000
98,821212447-9,1,14:49:40.000
41,625895560-6,67,13:38:52.000
17,633667355-3,21,13:39:32.000
32,712190652-X,179,13:27:28.000
4,549226894-5,35,13:22:17.000
48,477278828-X,66,14:27:49.000
52,254044717-1,128,14:48:35.000
51,913294358-X,136,13:29:12.000
59,312218440-0,0,13:18:26.000
49,574743476-4,18,13:22:17.000
95,606907063-1,178,13:06:15.000
48,504833682-8,7,14:31:42.000
12,442503335-3,51,13:53:35.000
32,853328261-3,40,13:36:31.000
88,363012093-8,139,14:35:39.000
40,542038269-5,68,14:41:57.000
38,515152875-0,196,14:34:51.000
8,013965539-5,2,13:29:35.000
63,730718393-5,190,14:47:25.000
45,081837590-6,132,14:47:43.000
60,682611537-9,139,14:18:45.000
52,799419306-4,151,13:28:34.000
98,486537387-X,63,14:56:52.000
13,679653330-5,1,13:32:53.000
72,156880284-6,132,13:04:43.000
93,836631045-0,112,13:00:55.000
84,490094528-5,151,13:00:32.000
49,363857444-X,110,13:44:47.000
77,015379977-3,66,14:39:29.000
44,641302819-X,29,13:50:26.000
95,518223107-5,79,13:01:23.000
28,365202794-9,64,13:22:42.000
27,378018940-2,50,14:17:09.000
62,484469912-1,175,14:04:26.000
48,633845378-X,184,13:16:36.000
8,137777351-5,57,14:00:02.000
99,196042504-8,125,14:33:34.000
12,874162956-6,167,13:21:55.000
10,488204584-2,26,13:01:12.000
83,438446070-8,28,14:52:25.000
16,593680626-X,195,13:39:13.000
95,900540522-8,103,14:16:43.000
16,288840067-7,131,14:25:48.000
72,153503308-8,62,14:27:41.000
48,728061722-0,57,13:21:16.000
46,270026287-5,39,14:35:48.000
88,731823877-9,195,13:50:03.000
71,195927666-2,19,13:12:37.000
7,257191316-6,0,13:32:52.000
30,736457832-3,67,14:30:24.000
3,202588259-9,104,14:16:12.000
14,849217558-3,113,14:36:37.000
95,356770943-7,72,13:07:43.000
16,389303195-2,84,13:54:36.000
67,638574261-X,179,14:57:30.000
50,135229241-6,142,13:44:20.000
32,365789704-6,87,13:49:09.000
81,904194040-5,10,14:17:45.000
33,511154112-8,153,13:41:38.000
36,680591329-2,184,13:07:49.000
3,867183274-0,16,13:26:51.000
12,311768927-3,111,13:51:03.000
59,433156280-8,20,13:30:17.000
2,667086893-6,22,14:23:29.000
13,267678975-9,38,13:42:54.000
29,935887945-9,60,14:21:38.000
57,680603577-9,9,13:53:35.000
9,335955885-5,37,14:35:42.000
43,783692689-3,93,13:02:04.000
71,124283843-0,80,13:37:33.000
43,180306412-9,118,14:45:00.000
12,041176009-2,86,14:11:14.000
43,222030724-7,88,13:48:40.000
93,634801441-X,79,14:45:09.000
74,581594292-8,37,13:25:33.000
62,680501615-0,143,14:35:10.000
61,468067337-0,8,13:41:47.000
100,693024751-0,62,14:00:17.000
82,638121808-8,168,13:39:45.000
48,559978715-X,109,14:04:22.000
74,878263690-7,138,14:52:50.000
38,347087000-4,155,13:49:46.000
68,813620241-9,137,14:47:38.000
57,899919880-4,119,13:42:47.000
50,081259998-5,108,14:48:31.000
9,067395916-3,78,13:23:06.000
30,508583413-5,103,14:18:21.000
30,458316155-7,74,13:48:27.000
81,257422741-7,61,13:24:08.000
49,380111967-X,56,13:44:23.000
3,117816611-2,157,13:13:54.000
74,030180384-6,182,14:06:34.000
7,045718658-5,98,13:54:05.000
50,598130884-2,37,13:29:09.000
10,926144514-4,162,13:01:02.000
86,013400043-9,90,13:50:15.000
86,508792502-2,128,13:38:42.000
54,812383537-X,66,14:41:33.000
61,402423619-9,49,13:46:47.000
19,532060098-4,120,14:51:31.000
68,445696611-4,169,14:54:04.000
87,068055845-4,122,13:07:53.000
93,608876733-2,25,14:20:52.000
1,596949998-6,113,14:10:03.000
75,425682986-5,63,13:44:15.000
93,954178202-7,47,13:42:23.000
93,083391911-3,177,13:47:00.000
3,336538469-3,159,14:02:39.000
43,783564733-8,106,13:13:34.000
66,802449726-3,2,13:39:02.000
84,144474888-2,149,13:58:43.000
1,607492102-4,172,13:12:54.000
49,665717079-3,194,13:08:11.000
75,971906633-4,151,14:35:13.000
69,834048657-8,150,13:25:49.000
32,733238838-3,70,14:42:59.000
65,251186041-4,50,14:34:37.000
100,358545748-7,53,14:34:06.000
98,842801487-6,143,13:51:28.000
9,913133344-3,170,13:20:35.000
29,552712566-5,50,13:17:06.000
7,812929998-4,29,14:30:59.000
87,860583853-1,124,14:18:28.000
55,371582512-X,19,13:25:07.000
54,838282356-4,122,14:26:44.000
45,608247133-4,116,14:44:47.000
31,074110158-0,104,14:15:15.000
72,849583888-5,51,14:41:31.000
58,524613933-6,175,14:28:22.000
99,689932882-8,190,14:18:47.000
63,072981604-4,85,14:52:55.000
91,840976894-1,36,14:17:48.000
24,892304057-6,91,13:11:07.000
85,261801498-7,94,13:39:47.000
47,309620112-9,195,14:52:00.000
55,992531120-9,42,13:36:09.000
76,654959270-4,113,14:16:42.000
57,868598508-0,153,13:56:24.000
16,751720722-9,200,14:29:48.000
79,594133010-3,179,13:41:37.000
63,597761819-0,138,14:09:14.000
76,145319087-2,147,14:22:10.000
97,750572817-2,47,13:39:03.000
58,304167012-7,120,14:47:13.000
2,629040787-2,102,13:48:33.000
60,203046339-6,53,13:33:30.000
61,917505050-1,149,14:02:08.000
95,629725116-9,65,14:18:51.000
49,137952883-6,48,14:19:39.000
62,942728182-0,121,14:50:48.000
87,321851189-5,110,13:47:23.000
53,071698944-1,36,14:37:45.000
54,385047896-3,29,13:37:31.000
16,514168187-4,95,13:54:04.000
13,807692872-9,181,13:57:21.000
82,898124635-1,170,13:24:24.000
74,304933530-0,66,14:27:14.000
86,020378639-4,133,14:29:10.000
86,899652695-9,79,14:40:40.000
20,238993607-5,93,13:37:46.000
3,919455422-6,122,14:12:17.000
54,187302951-9,34,14:16:51.000
55,946345423-3,92,13:59:22.000
41,860127272-X,164,13:08:39.000
22,174684654-2,24,14:29:03.000
25,588740071-4,44,13:32:46.000
12,189371835-2,92,13:46:33.000
3,716441142-5,195,14:14:43.000
2,132237698-0,129,14:47:56.000
18,258582363-6,119,13:44:49.000
22,999033394-7,200,14:45:07.000
1,118203963-4,17,13:56:16.000
45,300982635-4,173,14:01:05.000
42,262157517-X,126,13:26:24.000
3,839357511-7,181,14:44:52.000
9,790882100-6,4,14:19:06.000
42,758608986-8,174,13:35:27.000
52,628801749-3,80,14:22:37.000
83,886455577-3,66,14:13:13.000
25,575179162-2,70,14:24:48.000
71,676594112-6,0,13:46:38.000
68,199285900-0,95,13:54:01.000
68,229817939-5,71,14:00:53.000
98,557134536-5,147,13:45:26.000
20,458033718-2,43,13:24:20.000
38,318196237-6,189,14:08:11.000
4,906490033-7,66,13:36:11.000
100,632270234-3,47,14:51:52.000
6,933408399-9,198,14:13:06.000
32,836028366-4,140,14:26:00.000
54,117159703-7,149,13:16:55.000
56,855323930-6,164,14:29:44.000
76,240558316-X,196,13:34:41.000
8,999891251-2,154,14:09:33.000
43,235941034-2,190,13:02:47.000
90,064566409-X,159,13:37:28.000
85,859887570-8,31,13:09:14.000
91,401037958-8,174,13:33:59.000
35,930104352-1,199,13:22:55.000
94,619598160-5,54,14:11:59.000
89,766742336-9,100,13:32:46.000
70,564701450-X,195,14:52:45.000
86,303872077-1,126,13:59:50.000
80,074303186-5,36,14:03:58.000
41,825543495-X,173,14:53:10.000
35,977917787-6,39,13:44:10.000
56,583846674-X,190,13:20:05.000
13,959740536-9,22,13:11:05.000
69,842611086-X,2,14:36:41.000
66,847659552-2,95,14:06:06.000
69,682757583-7,96,14:03:46.000
2,040405371-8,51,14:32:40.000
43,976310353-3,1,13:33:51.000
81,892142305-2,124,13:53:26.000
70,291131181-7,37,14:52:26.000
18,030379299-X,52,13:49:30.000
3,661176702-9,32,13:00:50.000
23,072824760-7,25,13:03:46.000
7,641799298-5,125,13:36:00.000
